S_No,Location,Zone_Type,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Base_2008_Day_dB,Base_2008_Night_dB,Zone_Category
12,Karawal Nagar,Commercial,2020,1,Jan,65.77,61.02,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,2,Feb,65.92,61.11,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,3,Mar,66.48,60.67,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,4,Apr,66.37,61.42,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,5,May,66.57,61.84,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,6,Jun,67.86,62.23,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,7,Jul,66.96,62.21,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,8,Aug,66.81,61.46,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,9,Sep,66.3,61.27,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,10,Oct,66.59,61.61,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,11,Nov,66.51,61.26,62.19,56.16,High
12,Karawal Nagar,Commercial,2020,12,Dec,66.12,61.32,62.19,56.16,High
12,Karawal Nagar,Commercial,2021,1,Jan,69.63,62.91,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,2,Feb,68.43,63.74,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,3,Mar,69.4,63.69,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,4,Apr,69.78,63.42,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,5,May,70.77,64.39,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,6,Jun,70.52,63.58,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,7,Jul,70.33,64.38,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,8,Aug,69.66,64.12,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,9,Sep,70.04,64.03,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,10,Oct,70.3,63.77,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,11,Nov,70.43,63.71,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2021,12,Dec,69.44,63.18,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,1,Jan,73.07,65.89,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,2,Feb,73.38,66.77,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,3,Mar,73.4,66.08,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,4,Apr,74.84,66.7,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,5,May,74.28,67.27,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,6,Jun,74.51,67.71,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,7,Jul,74.82,66.91,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,8,Aug,75.11,66.68,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,9,Sep,74.35,66.75,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,10,Oct,74.77,67.33,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,11,Nov,73.96,66.33,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2022,12,Dec,73.63,66.06,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,1,Jan,75.06,66.9,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,2,Feb,74.3,67.02,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,3,Mar,74.41,66.97,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,4,Apr,75.73,67.26,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,5,May,75.13,67.82,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,6,Jun,76.22,68.08,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,7,Jul,75.95,67.53,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,8,Aug,74.68,68.01,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,9,Sep,74.92,67.28,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,10,Oct,75.78,67.73,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,11,Nov,75.13,67.91,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2023,12,Dec,74.19,67.24,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,1,Jan,75.27,67.74,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,2,Feb,76.06,67.91,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,3,Mar,76.17,68.38,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,4,Apr,76.1,68.01,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,5,May,76.13,67.87,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,6,Jun,77.57,68.33,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,7,Jul,76.46,68.48,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,8,Aug,76.37,68.6,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,9,Sep,76.39,67.99,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,10,Oct,76.18,68.44,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,11,Nov,75.85,68.54,62.19,56.16,Critical
12,Karawal Nagar,Commercial,2024,12,Dec,75.65,67.98,62.19,56.16,Critical
13,Karol Bagh,Commercial,2020,1,Jan,66.61,63.37,62.69,58.0,High
13,Karol Bagh,Commercial,2020,2,Feb,66.61,62.73,62.69,58.0,High
13,Karol Bagh,Commercial,2020,3,Mar,67.2,63.22,62.69,58.0,High
13,Karol Bagh,Commercial,2020,4,Apr,67.13,63.8,62.69,58.0,High
13,Karol Bagh,Commercial,2020,5,May,68.14,63.83,62.69,58.0,High
13,Karol Bagh,Commercial,2020,6,Jun,67.96,64.53,62.69,58.0,Critical
13,Karol Bagh,Commercial,2020,7,Jul,67.74,64.7,62.69,58.0,Critical
13,Karol Bagh,Commercial,2020,8,Aug,67.57,63.19,62.69,58.0,High
13,Karol Bagh,Commercial,2020,9,Sep,67.44,63.63,62.69,58.0,High
13,Karol Bagh,Commercial,2020,10,Oct,67.86,63.92,62.69,58.0,High
13,Karol Bagh,Commercial,2020,11,Nov,66.98,63.05,62.69,58.0,High
13,Karol Bagh,Commercial,2020,12,Dec,66.46,62.86,62.69,58.0,High
13,Karol Bagh,Commercial,2021,1,Jan,69.61,65.7,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,2,Feb,70.71,65.74,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,3,Mar,70.06,66.05,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,4,Apr,71.32,65.94,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,5,May,71.09,66.32,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,6,Jun,71.03,66.71,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,7,Jul,71.09,66.55,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,8,Aug,70.49,66.09,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,9,Sep,70.93,65.91,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,10,Oct,71.53,66.1,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,11,Nov,70.63,66.2,62.69,58.0,Critical
13,Karol Bagh,Commercial,2021,12,Dec,69.47,65.09,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,1,Jan,73.23,68.7,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,2,Feb,73.82,69.19,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,3,Mar,74.31,68.78,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,4,Apr,75.46,69.52,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,5,May,75.96,69.48,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,6,Jun,75.75,69.5,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,7,Jul,75.45,69.05,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,8,Aug,74.51,69.02,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,9,Sep,74.57,68.68,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,10,Oct,75.12,69.31,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,11,Nov,74.58,69.16,62.69,58.0,Critical
13,Karol Bagh,Commercial,2022,12,Dec,73.58,68.36,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,1,Jan,74.55,68.46,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,2,Feb,75.01,69.08,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,3,Mar,76.15,69.61,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,4,Apr,75.43,70.18,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,5,May,76.63,69.99,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,6,Jun,76.25,69.73,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,7,Jul,75.99,70.25,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,8,Aug,76.59,70.18,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,9,Sep,75.44,69.18,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,10,Oct,75.9,69.19,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,11,Nov,75.67,69.38,62.69,58.0,Critical
13,Karol Bagh,Commercial,2023,12,Dec,74.85,68.64,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,1,Jan,76.05,69.66,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,2,Feb,75.57,69.06,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,3,Mar,76.53,70.75,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,4,Apr,77.5,70.28,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,5,May,76.9,70.76,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,6,Jun,76.94,70.91,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,7,Jul,77.45,71.09,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,8,Aug,76.8,70.46,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,9,Sep,76.29,70.07,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,10,Oct,76.75,70.63,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,11,Nov,76.91,69.98,62.69,58.0,Critical
13,Karol Bagh,Commercial,2024,12,Dec,76.64,69.84,62.69,58.0,Critical
14,Kondli,Residential,2020,1,Jan,68.01,58.82,61.56,52.92,High
14,Kondli,Residential,2020,2,Feb,67.25,59.41,61.56,52.92,High
14,Kondli,Residential,2020,3,Mar,69.01,59.36,61.56,52.92,High
14,Kondli,Residential,2020,4,Apr,69.05,59.79,61.56,52.92,High
14,Kondli,Residential,2020,5,May,68.69,59.68,61.56,52.92,High
14,Kondli,Residential,2020,6,Jun,69.84,59.66,61.56,52.92,High
14,Kondli,Residential,2020,7,Jul,69.44,59.53,61.56,52.92,High
14,Kondli,Residential,2020,8,Aug,69.21,59.73,61.56,52.92,High
14,Kondli,Residential,2020,9,Sep,68.17,59.89,61.56,52.92,High
14,Kondli,Residential,2020,10,Oct,68.73,59.5,61.56,52.92,High
14,Kondli,Residential,2020,11,Nov,68.8,59.78,61.56,52.92,High
14,Kondli,Residential,2020,12,Dec,67.81,59.16,61.56,52.92,High
14,Kondli,Residential,2021,1,Jan,70.19,60.75,61.56,52.92,High
14,Kondli,Residential,2021,2,Feb,70.29,60.53,61.56,52.92,High
14,Kondli,Residential,2021,3,Mar,70.39,60.97,61.56,52.92,High
14,Kondli,Residential,2021,4,Apr,70.59,60.26,61.56,52.92,High
14,Kondli,Residential,2021,5,May,71.49,61.61,61.56,52.92,Critical
14,Kondli,Residential,2021,6,Jun,70.57,61.24,61.56,52.92,High
14,Kondli,Residential,2021,7,Jul,71.57,62.06,61.56,52.92,Critical
14,Kondli,Residential,2021,8,Aug,71.03,61.02,61.56,52.92,Critical
14,Kondli,Residential,2021,9,Sep,70.75,61.45,61.56,52.92,Critical
14,Kondli,Residential,2021,10,Oct,70.76,61.0,61.56,52.92,High
14,Kondli,Residential,2021,11,Nov,70.53,60.65,61.56,52.92,High
14,Kondli,Residential,2021,12,Dec,70.27,61.13,61.56,52.92,High
14,Kondli,Residential,2022,1,Jan,72.35,62.06,61.56,52.92,Critical
14,Kondli,Residential,2022,2,Feb,72.3,61.77,61.56,52.92,Critical
14,Kondli,Residential,2022,3,Mar,73.27,62.52,61.56,52.92,Critical
14,Kondli,Residential,2022,4,Apr,73.15,63.7,61.56,52.92,Critical
14,Kondli,Residential,2022,5,May,73.64,62.71,61.56,52.92,Critical
14,Kondli,Residential,2022,6,Jun,73.55,63.48,61.56,52.92,Critical
14,Kondli,Residential,2022,7,Jul,73.57,62.61,61.56,52.92,Critical
14,Kondli,Residential,2022,8,Aug,73.59,62.64,61.56,52.92,Critical
14,Kondli,Residential,2022,9,Sep,73.77,62.96,61.56,52.92,Critical
14,Kondli,Residential,2022,10,Oct,73.04,63.22,61.56,52.92,Critical
14,Kondli,Residential,2022,11,Nov,72.95,62.8,61.56,52.92,Critical
14,Kondli,Residential,2022,12,Dec,72.61,61.99,61.56,52.92,Critical
14,Kondli,Residential,2023,1,Jan,72.56,62.95,61.56,52.92,Critical
14,Kondli,Residential,2023,2,Feb,72.89,62.62,61.56,52.92,Critical
14,Kondli,Residential,2023,3,Mar,73.14,63.17,61.56,52.92,Critical
14,Kondli,Residential,2023,4,Apr,74.65,62.92,61.56,52.92,Critical
14,Kondli,Residential,2023,5,May,74.13,63.86,61.56,52.92,Critical
14,Kondli,Residential,2023,6,Jun,74.29,63.78,61.56,52.92,Critical
14,Kondli,Residential,2023,7,Jul,73.7,63.67,61.56,52.92,Critical
14,Kondli,Residential,2023,8,Aug,73.75,63.64,61.56,52.92,Critical
14,Kondli,Residential,2023,9,Sep,74.09,63.92,61.56,52.92,Critical
14,Kondli,Residential,2023,10,Oct,74.05,63.44,61.56,52.92,Critical
14,Kondli,Residential,2023,11,Nov,73.6,62.93,61.56,52.92,Critical
14,Kondli,Residential,2023,12,Dec,73.16,62.65,61.56,52.92,Critical
14,Kondli,Residential,2024,1,Jan,73.59,63.44,61.56,52.92,Critical
14,Kondli,Residential,2024,2,Feb,73.32,63.48,61.56,52.92,Critical
14,Kondli,Residential,2024,3,Mar,74.75,63.4,61.56,52.92,Critical
14,Kondli,Residential,2024,4,Apr,73.67,63.46,61.56,52.92,Critical
14,Kondli,Residential,2024,5,May,75.34,63.83,61.56,52.92,Critical
14,Kondli,Residential,2024,6,Jun,74.62,63.89,61.56,52.92,Critical
14,Kondli,Residential,2024,7,Jul,75.16,64.1,61.56,52.92,Critical
14,Kondli,Residential,2024,8,Aug,74.42,63.63,61.56,52.92,Critical
14,Kondli,Residential,2024,9,Sep,74.16,63.26,61.56,52.92,Critical
14,Kondli,Residential,2024,10,Oct,75.17,63.64,61.56,52.92,Critical
14,Kondli,Residential,2024,11,Nov,74.71,63.9,61.56,52.92,Critical
14,Kondli,Residential,2024,12,Dec,74.12,63.01,61.56,52.92,Critical
15,Lajpat Nagar,Commercial,2020,1,Jan,66.55,62.0,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,2,Feb,66.23,62.21,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,3,Mar,66.62,62.77,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,4,Apr,67.2,62.67,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,5,May,67.8,62.73,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,6,Jun,68.12,62.87,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,7,Jul,68.04,62.51,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,8,Aug,67.44,63.29,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,9,Sep,66.79,62.31,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,10,Oct,67.6,62.76,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,11,Nov,67.23,62.56,62.72,57.14,High
15,Lajpat Nagar,Commercial,2020,12,Dec,66.84,62.44,62.72,57.14,High
15,Lajpat Nagar,Commercial,2021,1,Jan,70.05,64.44,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,2,Feb,70.36,65.18,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,3,Mar,70.54,64.62,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,4,Apr,71.33,65.07,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,5,May,70.32,65.56,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,6,Jun,71.18,65.48,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,7,Jul,71.32,65.47,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,8,Aug,71.17,65.08,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,9,Sep,70.9,64.93,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,10,Oct,71.19,65.39,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,11,Nov,70.22,65.24,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2021,12,Dec,69.88,64.85,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,1,Jan,74.04,67.86,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,2,Feb,74.0,67.31,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,3,Mar,74.58,67.62,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,4,Apr,75.21,67.43,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,5,May,74.77,67.79,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,6,Jun,75.77,68.82,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,7,Jul,75.15,68.16,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,8,Aug,74.92,68.36,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,9,Sep,74.32,67.88,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,10,Oct,75.28,68.16,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,11,Nov,74.67,68.01,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2022,12,Dec,73.01,67.61,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,1,Jan,74.63,67.46,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,2,Feb,75.29,68.52,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,3,Mar,75.54,68.7,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,4,Apr,76.53,69.0,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,5,May,76.85,69.03,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,6,Jun,76.42,68.53,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,7,Jul,76.09,68.66,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,8,Aug,76.76,68.66,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,9,Sep,75.74,68.68,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,10,Oct,75.91,69.22,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,11,Nov,75.34,68.47,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2023,12,Dec,74.79,67.71,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,1,Jan,75.65,68.8,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,2,Feb,75.92,68.7,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,3,Mar,76.03,69.19,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,4,Apr,76.29,69.64,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,5,May,77.22,69.17,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,6,Jun,77.27,69.58,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,7,Jul,77.32,70.11,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,8,Aug,76.14,69.54,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,9,Sep,76.63,69.51,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,10,Oct,76.98,69.28,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,11,Nov,76.46,68.97,62.72,57.14,Critical
15,Lajpat Nagar,Commercial,2024,12,Dec,76.52,68.92,62.72,57.14,Critical
16,Lawrence Road,Industrial,2020,1,Jan,66.5,58.14,60.9,53.03,High
16,Lawrence Road,Industrial,2020,2,Feb,65.66,57.81,60.9,53.03,High
16,Lawrence Road,Industrial,2020,3,Mar,65.72,58.08,60.9,53.03,High
16,Lawrence Road,Industrial,2020,4,Apr,66.85,58.91,60.9,53.03,High
16,Lawrence Road,Industrial,2020,5,May,66.41,59.23,60.9,53.03,High
16,Lawrence Road,Industrial,2020,6,Jun,67.05,59.2,60.9,53.03,High
16,Lawrence Road,Industrial,2020,7,Jul,67.68,59.33,60.9,53.03,High
16,Lawrence Road,Industrial,2020,8,Aug,66.63,58.59,60.9,53.03,High
16,Lawrence Road,Industrial,2020,9,Sep,65.68,58.44,60.9,53.03,High
16,Lawrence Road,Industrial,2020,10,Oct,66.66,58.56,60.9,53.03,High
16,Lawrence Road,Industrial,2020,11,Nov,66.39,58.58,60.9,53.03,High
16,Lawrence Road,Industrial,2020,12,Dec,65.85,58.06,60.9,53.03,High
16,Lawrence Road,Industrial,2021,1,Jan,68.31,60.29,60.9,53.03,High
16,Lawrence Road,Industrial,2021,2,Feb,68.0,60.68,60.9,53.03,High
16,Lawrence Road,Industrial,2021,3,Mar,68.9,60.57,60.9,53.03,High
16,Lawrence Road,Industrial,2021,4,Apr,69.52,60.83,60.9,53.03,High
16,Lawrence Road,Industrial,2021,5,May,69.92,61.05,60.9,53.03,High
16,Lawrence Road,Industrial,2021,6,Jun,69.5,61.27,60.9,53.03,High
16,Lawrence Road,Industrial,2021,7,Jul,69.08,61.09,60.9,53.03,High
16,Lawrence Road,Industrial,2021,8,Aug,69.23,60.8,60.9,53.03,High
16,Lawrence Road,Industrial,2021,9,Sep,68.99,60.1,60.9,53.03,High
16,Lawrence Road,Industrial,2021,10,Oct,69.02,60.89,60.9,53.03,High
16,Lawrence Road,Industrial,2021,11,Nov,69.0,60.25,60.9,53.03,High
16,Lawrence Road,Industrial,2021,12,Dec,68.95,60.0,60.9,53.03,High
16,Lawrence Road,Industrial,2022,1,Jan,71.93,62.49,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,2,Feb,71.48,62.99,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,3,Mar,71.76,63.04,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,4,Apr,72.94,62.76,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,5,May,73.4,63.08,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,6,Jun,73.16,63.44,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,7,Jul,72.79,63.5,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,8,Aug,72.86,62.54,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,9,Sep,72.86,62.36,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,10,Oct,72.95,63.4,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,11,Nov,71.8,62.64,60.9,53.03,Critical
16,Lawrence Road,Industrial,2022,12,Dec,71.3,62.4,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,1,Jan,72.12,63.19,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,2,Feb,72.96,63.48,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,3,Mar,72.72,63.3,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,4,Apr,72.57,63.32,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,5,May,73.93,64.24,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,6,Jun,73.25,63.78,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,7,Jul,73.53,63.94,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,8,Aug,72.92,63.79,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,9,Sep,72.85,63.46,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,10,Oct,73.46,63.66,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,11,Nov,72.77,63.33,60.9,53.03,Critical
16,Lawrence Road,Industrial,2023,12,Dec,72.4,62.95,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,1,Jan,72.94,63.84,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,2,Feb,73.46,63.37,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,3,Mar,74.02,63.66,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,4,Apr,74.51,64.07,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,5,May,74.3,64.29,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,6,Jun,73.91,64.02,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,7,Jul,73.86,64.3,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,8,Aug,74.73,64.73,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,9,Sep,74.1,64.01,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,10,Oct,73.32,63.9,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,11,Nov,73.42,63.57,60.9,53.03,Critical
16,Lawrence Road,Industrial,2024,12,Dec,73.17,63.32,60.9,53.03,Critical
17,Mandavali,Residential,2020,1,Jan,67.46,61.78,61.76,55.06,High
17,Mandavali,Residential,2020,2,Feb,68.02,61.73,61.76,55.06,High
17,Mandavali,Residential,2020,3,Mar,69.78,61.68,61.76,55.06,High
17,Mandavali,Residential,2020,4,Apr,68.24,62.07,61.76,55.06,High
17,Mandavali,Residential,2020,5,May,69.99,62.95,61.76,55.06,Critical
17,Mandavali,Residential,2020,6,Jun,69.26,62.71,61.76,55.06,High
17,Mandavali,Residential,2020,7,Jul,69.36,62.43,61.76,55.06,High
17,Mandavali,Residential,2020,8,Aug,70.31,61.81,61.76,55.06,Critical
17,Mandavali,Residential,2020,9,Sep,69.15,62.2,61.76,55.06,High
17,Mandavali,Residential,2020,10,Oct,69.68,62.29,61.76,55.06,High
17,Mandavali,Residential,2020,11,Nov,69.07,61.84,61.76,55.06,High
17,Mandavali,Residential,2020,12,Dec,68.56,61.56,61.76,55.06,High
17,Mandavali,Residential,2021,1,Jan,70.5,62.95,61.76,55.06,Critical
17,Mandavali,Residential,2021,2,Feb,70.6,63.15,61.76,55.06,Critical
17,Mandavali,Residential,2021,3,Mar,71.4,63.44,61.76,55.06,Critical
17,Mandavali,Residential,2021,4,Apr,70.54,64.04,61.76,55.06,Critical
17,Mandavali,Residential,2021,5,May,71.19,63.66,61.76,55.06,Critical
17,Mandavali,Residential,2021,6,Jun,71.51,64.47,61.76,55.06,Critical
17,Mandavali,Residential,2021,7,Jul,70.7,64.9,61.76,55.06,Critical
17,Mandavali,Residential,2021,8,Aug,71.67,63.83,61.76,55.06,Critical
17,Mandavali,Residential,2021,9,Sep,71.03,63.65,61.76,55.06,Critical
17,Mandavali,Residential,2021,10,Oct,71.46,63.95,61.76,55.06,Critical
17,Mandavali,Residential,2021,11,Nov,71.17,63.49,61.76,55.06,Critical
17,Mandavali,Residential,2021,12,Dec,70.37,63.11,61.76,55.06,Critical
