S_No,Location,City,Zone_Type,DPCC_Day_Std_dB,DPCC_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
21,Kondli,Delhi,Residential,55,45,2024,9,Sep,66.94,55.35,11.94,10.35,High
21,Kondli,Delhi,Residential,55,45,2024,10,Oct,66.97,55.67,11.97,10.67,High
21,Kondli,Delhi,Residential,55,45,2024,11,Nov,66.72,54.86,11.72,9.86,High
21,Kondli,Delhi,Residential,55,45,2024,12,Dec,66.04,54.73,11.04,9.73,High
22,Mandavali,Delhi,Residential,55,45,2020,1,Jan,62.34,52.2,7.34,7.2,High
22,Mandavali,Delhi,Residential,55,45,2020,2,Feb,62.59,51.74,7.59,6.74,High
22,Mandavali,Delhi,Residential,55,45,2020,3,Mar,63.33,52.3,8.33,7.3,High
22,Mandavali,Delhi,Residential,55,45,2020,4,Apr,63.61,52.52,8.61,7.52,High
22,Mandavali,Delhi,Residential,55,45,2020,5,May,64.31,52.37,9.31,7.37,High
22,Mandavali,Delhi,Residential,55,45,2020,6,Jun,64.12,52.61,9.12,7.61,High
22,Mandavali,Delhi,Residential,55,45,2020,7,Jul,63.74,52.32,8.74,7.32,High
22,Mandavali,Delhi,Residential,55,45,2020,8,Aug,63.2,52.24,8.2,7.24,High
22,Mandavali,Delhi,Residential,55,45,2020,9,Sep,63.34,52.38,8.34,7.38,High
22,Mandavali,Delhi,Residential,55,45,2020,10,Oct,62.99,52.41,7.99,7.41,High
22,Mandavali,Delhi,Residential,55,45,2020,11,Nov,62.82,51.85,7.82,6.85,High
22,Mandavali,Delhi,Residential,55,45,2020,12,Dec,62.35,51.64,7.35,6.64,High
22,Mandavali,Delhi,Residential,55,45,2021,1,Jan,64.31,52.89,9.31,7.89,High
22,Mandavali,Delhi,Residential,55,45,2021,2,Feb,63.56,52.89,8.56,7.89,High
22,Mandavali,Delhi,Residential,55,45,2021,3,Mar,64.76,53.82,9.76,8.82,High
22,Mandavali,Delhi,Residential,55,45,2021,4,Apr,64.5,53.22,9.5,8.22,High
22,Mandavali,Delhi,Residential,55,45,2021,5,May,65.67,53.88,10.67,8.88,High
22,Mandavali,Delhi,Residential,55,45,2021,6,Jun,65.18,54.11,10.18,9.11,High
22,Mandavali,Delhi,Residential,55,45,2021,7,Jul,64.34,53.7,9.34,8.7,High
22,Mandavali,Delhi,Residential,55,45,2021,8,Aug,64.78,53.68,9.78,8.68,High
22,Mandavali,Delhi,Residential,55,45,2021,9,Sep,64.25,53.42,9.25,8.42,High
22,Mandavali,Delhi,Residential,55,45,2021,10,Oct,64.47,53.65,9.47,8.65,High
22,Mandavali,Delhi,Residential,55,45,2021,11,Nov,64.18,53.22,9.18,8.22,High
22,Mandavali,Delhi,Residential,55,45,2021,12,Dec,63.55,53.03,8.55,8.03,High
22,Mandavali,Delhi,Residential,55,45,2022,1,Jan,64.91,53.45,9.91,8.45,High
22,Mandavali,Delhi,Residential,55,45,2022,2,Feb,64.91,53.41,9.91,8.41,High
22,Mandavali,Delhi,Residential,55,45,2022,3,Mar,65.43,54.09,10.43,9.09,High
22,Mandavali,Delhi,Residential,55,45,2022,4,Apr,66.56,54.08,11.56,9.08,High
22,Mandavali,Delhi,Residential,55,45,2022,5,May,66.57,54.7,11.57,9.7,High
22,Mandavali,Delhi,Residential,55,45,2022,6,Jun,66.47,55.05,11.47,10.05,High
22,Mandavali,Delhi,Residential,55,45,2022,7,Jul,66.09,54.48,11.09,9.48,High
22,Mandavali,Delhi,Residential,55,45,2022,8,Aug,65.69,54.44,10.69,9.44,High
22,Mandavali,Delhi,Residential,55,45,2022,9,Sep,65.77,53.97,10.77,8.97,High
22,Mandavali,Delhi,Residential,55,45,2022,10,Oct,65.37,54.26,10.37,9.26,High
22,Mandavali,Delhi,Residential,55,45,2022,11,Nov,65.2,53.99,10.2,8.99,High
22,Mandavali,Delhi,Residential,55,45,2022,12,Dec,65.11,53.51,10.11,8.51,High
22,Mandavali,Delhi,Residential,55,45,2023,1,Jan,65.09,53.81,10.09,8.81,High
22,Mandavali,Delhi,Residential,55,45,2023,2,Feb,65.51,53.55,10.51,8.55,High
22,Mandavali,Delhi,Residential,55,45,2023,3,Mar,65.75,54.44,10.75,9.44,High
22,Mandavali,Delhi,Residential,55,45,2023,4,Apr,66.6,54.5,11.6,9.5,High
22,Mandavali,Delhi,Residential,55,45,2023,5,May,66.13,54.92,11.13,9.92,High
22,Mandavali,Delhi,Residential,55,45,2023,6,Jun,66.64,54.76,11.64,9.76,High
22,Mandavali,Delhi,Residential,55,45,2023,7,Jul,66.24,54.66,11.24,9.66,High
22,Mandavali,Delhi,Residential,55,45,2023,8,Aug,65.95,54.06,10.95,9.06,High
22,Mandavali,Delhi,Residential,55,45,2023,9,Sep,66.12,54.65,11.12,9.65,High
22,Mandavali,Delhi,Residential,55,45,2023,10,Oct,66.26,54.37,11.26,9.37,High
22,Mandavali,Delhi,Residential,55,45,2023,11,Nov,65.75,54.3,10.75,9.3,High
22,Mandavali,Delhi,Residential,55,45,2023,12,Dec,65.35,54.03,10.35,9.03,High
22,Mandavali,Delhi,Residential,55,45,2024,1,Jan,65.42,54.22,10.42,9.22,High
22,Mandavali,Delhi,Residential,55,45,2024,2,Feb,65.91,54.69,10.91,9.69,High
22,Mandavali,Delhi,Residential,55,45,2024,3,Mar,66.58,54.96,11.58,9.96,High
22,Mandavali,Delhi,Residential,55,45,2024,4,Apr,66.82,55.28,11.82,10.28,High
22,Mandavali,Delhi,Residential,55,45,2024,5,May,67.2,55.03,12.2,10.03,High
22,Mandavali,Delhi,Residential,55,45,2024,6,Jun,67.65,55.54,12.65,10.54,High
22,Mandavali,Delhi,Residential,55,45,2024,7,Jul,66.79,55.0,11.79,10.0,High
22,Mandavali,Delhi,Residential,55,45,2024,8,Aug,66.67,54.99,11.67,9.99,High
22,Mandavali,Delhi,Residential,55,45,2024,9,Sep,66.45,54.86,11.45,9.86,High
22,Mandavali,Delhi,Residential,55,45,2024,10,Oct,67.02,55.21,12.02,10.21,High
22,Mandavali,Delhi,Residential,55,45,2024,11,Nov,66.35,54.89,11.35,9.89,High
22,Mandavali,Delhi,Residential,55,45,2024,12,Dec,65.44,54.38,10.44,9.38,High
23,Meera Bagh,Delhi,Residential,55,45,2020,1,Jan,63.55,52.36,8.55,7.36,High
23,Meera Bagh,Delhi,Residential,55,45,2020,2,Feb,63.09,52.47,8.09,7.47,High
23,Meera Bagh,Delhi,Residential,55,45,2020,3,Mar,63.63,52.84,8.63,7.84,High
23,Meera Bagh,Delhi,Residential,55,45,2020,4,Apr,64.21,52.92,9.21,7.92,High
23,Meera Bagh,Delhi,Residential,55,45,2020,5,May,64.6,53.58,9.6,8.58,High
23,Meera Bagh,Delhi,Residential,55,45,2020,6,Jun,64.57,53.9,9.57,8.9,High
23,Meera Bagh,Delhi,Residential,55,45,2020,7,Jul,64.53,53.51,9.53,8.51,High
23,Meera Bagh,Delhi,Residential,55,45,2020,8,Aug,63.94,53.27,8.94,8.27,High
23,Meera Bagh,Delhi,Residential,55,45,2020,9,Sep,63.63,53.18,8.63,8.18,High
23,Meera Bagh,Delhi,Residential,55,45,2020,10,Oct,64.14,53.31,9.14,8.31,High
23,Meera Bagh,Delhi,Residential,55,45,2020,11,Nov,63.51,52.72,8.51,7.72,High
23,Meera Bagh,Delhi,Residential,55,45,2020,12,Dec,63.35,52.31,8.35,7.31,High
23,Meera Bagh,Delhi,Residential,55,45,2021,1,Jan,64.62,53.33,9.62,8.33,High
23,Meera Bagh,Delhi,Residential,55,45,2021,2,Feb,64.91,53.55,9.91,8.55,High
23,Meera Bagh,Delhi,Residential,55,45,2021,3,Mar,65.44,54.33,10.44,9.33,High
23,Meera Bagh,Delhi,Residential,55,45,2021,4,Apr,65.53,54.52,10.53,9.52,High
23,Meera Bagh,Delhi,Residential,55,45,2021,5,May,66.07,54.49,11.07,9.49,High
23,Meera Bagh,Delhi,Residential,55,45,2021,6,Jun,65.95,54.41,10.95,9.41,High
23,Meera Bagh,Delhi,Residential,55,45,2021,7,Jul,65.89,54.19,10.89,9.19,High
23,Meera Bagh,Delhi,Residential,55,45,2021,8,Aug,65.52,54.25,10.52,9.25,High
23,Meera Bagh,Delhi,Residential,55,45,2021,9,Sep,65.47,54.14,10.47,9.14,High
23,Meera Bagh,Delhi,Residential,55,45,2021,10,Oct,65.42,54.55,10.42,9.55,High
23,Meera Bagh,Delhi,Residential,55,45,2021,11,Nov,65.28,54.16,10.28,9.16,High
23,Meera Bagh,Delhi,Residential,55,45,2021,12,Dec,64.72,53.39,9.72,8.39,High
23,Meera Bagh,Delhi,Residential,55,45,2022,1,Jan,65.69,54.42,10.69,9.42,High
23,Meera Bagh,Delhi,Residential,55,45,2022,2,Feb,65.45,54.45,10.45,9.45,High
23,Meera Bagh,Delhi,Residential,55,45,2022,3,Mar,66.29,54.87,11.29,9.87,High
23,Meera Bagh,Delhi,Residential,55,45,2022,4,Apr,66.78,55.39,11.78,10.39,High
23,Meera Bagh,Delhi,Residential,55,45,2022,5,May,67.27,55.04,12.27,10.04,High
23,Meera Bagh,Delhi,Residential,55,45,2022,6,Jun,67.36,55.77,12.36,10.77,High
23,Meera Bagh,Delhi,Residential,55,45,2022,7,Jul,66.9,55.42,11.9,10.42,High
23,Meera Bagh,Delhi,Residential,55,45,2022,8,Aug,67.0,55.2,12.0,10.2,High
23,Meera Bagh,Delhi,Residential,55,45,2022,9,Sep,66.36,55.11,11.36,10.11,High
23,Meera Bagh,Delhi,Residential,55,45,2022,10,Oct,66.54,55.1,11.54,10.1,High
23,Meera Bagh,Delhi,Residential,55,45,2022,11,Nov,66.11,55.11,11.11,10.11,High
23,Meera Bagh,Delhi,Residential,55,45,2022,12,Dec,65.4,54.71,10.4,9.71,High
23,Meera Bagh,Delhi,Residential,55,45,2023,1,Jan,66.02,54.32,11.02,9.32,High
23,Meera Bagh,Delhi,Residential,55,45,2023,2,Feb,66.19,54.38,11.19,9.38,High
23,Meera Bagh,Delhi,Residential,55,45,2023,3,Mar,66.86,55.38,11.86,10.38,High
23,Meera Bagh,Delhi,Residential,55,45,2023,4,Apr,66.95,55.42,11.95,10.42,High
23,Meera Bagh,Delhi,Residential,55,45,2023,5,May,67.89,55.5,12.89,10.5,High
23,Meera Bagh,Delhi,Residential,55,45,2023,6,Jun,67.34,56.1,12.34,11.1,High
23,Meera Bagh,Delhi,Residential,55,45,2023,7,Jul,67.69,55.5,12.69,10.5,High
23,Meera Bagh,Delhi,Residential,55,45,2023,8,Aug,67.15,55.57,12.15,10.57,High
23,Meera Bagh,Delhi,Residential,55,45,2023,9,Sep,66.51,55.1,11.51,10.1,High
23,Meera Bagh,Delhi,Residential,55,45,2023,10,Oct,67.21,55.74,12.21,10.74,High
23,Meera Bagh,Delhi,Residential,55,45,2023,11,Nov,66.74,54.92,11.74,9.92,High
23,Meera Bagh,Delhi,Residential,55,45,2023,12,Dec,66.5,54.59,11.5,9.59,High
23,Meera Bagh,Delhi,Residential,55,45,2024,1,Jan,66.32,55.07,11.32,10.07,High
23,Meera Bagh,Delhi,Residential,55,45,2024,2,Feb,66.99,55.37,11.99,10.37,High
23,Meera Bagh,Delhi,Residential,55,45,2024,3,Mar,67.3,55.69,12.3,10.69,High
23,Meera Bagh,Delhi,Residential,55,45,2024,4,Apr,67.61,55.91,12.61,10.91,High
23,Meera Bagh,Delhi,Residential,55,45,2024,5,May,67.27,55.94,12.27,10.94,High
23,Meera Bagh,Delhi,Residential,55,45,2024,6,Jun,68.16,55.97,13.16,10.97,High
23,Meera Bagh,Delhi,Residential,55,45,2024,7,Jul,67.8,55.86,12.8,10.86,High
23,Meera Bagh,Delhi,Residential,55,45,2024,8,Aug,67.84,56.01,12.84,11.01,High
23,Meera Bagh,Delhi,Residential,55,45,2024,9,Sep,67.08,55.57,12.08,10.57,High
23,Meera Bagh,Delhi,Residential,55,45,2024,10,Oct,67.38,55.71,12.38,10.71,High
23,Meera Bagh,Delhi,Residential,55,45,2024,11,Nov,67.15,55.35,12.15,10.35,High
23,Meera Bagh,Delhi,Residential,55,45,2024,12,Dec,66.22,55.22,11.22,10.22,High
24,Mehrauli,Delhi,Residential,55,45,2020,1,Jan,61.86,50.84,6.86,5.84,High
24,Mehrauli,Delhi,Residential,55,45,2020,2,Feb,62.12,51.07,7.12,6.07,High
24,Mehrauli,Delhi,Residential,55,45,2020,3,Mar,62.56,51.76,7.56,6.76,High
24,Mehrauli,Delhi,Residential,55,45,2020,4,Apr,62.89,51.89,7.89,6.89,High
24,Mehrauli,Delhi,Residential,55,45,2020,5,May,63.07,51.96,8.07,6.96,High
24,Mehrauli,Delhi,Residential,55,45,2020,6,Jun,63.35,52.05,8.35,7.05,High
24,Mehrauli,Delhi,Residential,55,45,2020,7,Jul,62.96,51.59,7.96,6.59,High
24,Mehrauli,Delhi,Residential,55,45,2020,8,Aug,62.58,51.64,7.58,6.64,High
24,Mehrauli,Delhi,Residential,55,45,2020,9,Sep,62.44,51.55,7.44,6.55,High
24,Mehrauli,Delhi,Residential,55,45,2020,10,Oct,62.68,51.9,7.68,6.9,High
24,Mehrauli,Delhi,Residential,55,45,2020,11,Nov,62.62,51.37,7.62,6.37,High
24,Mehrauli,Delhi,Residential,55,45,2020,12,Dec,61.5,50.89,6.5,5.89,High
24,Mehrauli,Delhi,Residential,55,45,2021,1,Jan,62.98,52.13,7.98,7.13,High
24,Mehrauli,Delhi,Residential,55,45,2021,2,Feb,63.11,52.14,8.11,7.14,High
24,Mehrauli,Delhi,Residential,55,45,2021,3,Mar,63.79,52.84,8.79,7.84,High
24,Mehrauli,Delhi,Residential,55,45,2021,4,Apr,64.45,52.89,9.45,7.89,High
24,Mehrauli,Delhi,Residential,55,45,2021,5,May,64.5,53.01,9.5,8.01,High
24,Mehrauli,Delhi,Residential,55,45,2021,6,Jun,64.79,53.23,9.79,8.23,High
24,Mehrauli,Delhi,Residential,55,45,2021,7,Jul,64.54,52.74,9.54,7.74,High
24,Mehrauli,Delhi,Residential,55,45,2021,8,Aug,64.01,52.96,9.01,7.96,High
24,Mehrauli,Delhi,Residential,55,45,2021,9,Sep,63.95,53.34,8.95,8.34,High
24,Mehrauli,Delhi,Residential,55,45,2021,10,Oct,64.19,52.8,9.19,7.8,High
24,Mehrauli,Delhi,Residential,55,45,2021,11,Nov,63.78,52.34,8.78,7.34,High
24,Mehrauli,Delhi,Residential,55,45,2021,12,Dec,63.18,52.13,8.18,7.13,High
24,Mehrauli,Delhi,Residential,55,45,2022,1,Jan,64.33,52.79,9.33,7.79,High
24,Mehrauli,Delhi,Residential,55,45,2022,2,Feb,64.27,52.97,9.27,7.97,High
24,Mehrauli,Delhi,Residential,55,45,2022,3,Mar,65.33,53.44,10.33,8.44,High
24,Mehrauli,Delhi,Residential,55,45,2022,4,Apr,65.76,53.86,10.76,8.86,High
24,Mehrauli,Delhi,Residential,55,45,2022,5,May,65.72,53.97,10.72,8.97,High
24,Mehrauli,Delhi,Residential,55,45,2022,6,Jun,65.9,53.71,10.9,8.71,High
24,Mehrauli,Delhi,Residential,55,45,2022,7,Jul,65.33,53.97,10.33,8.97,High
24,Mehrauli,Delhi,Residential,55,45,2022,8,Aug,65.09,53.32,10.09,8.32,High
24,Mehrauli,Delhi,Residential,55,45,2022,9,Sep,64.89,53.84,9.89,8.84,High
24,Mehrauli,Delhi,Residential,55,45,2022,10,Oct,65.41,53.69,10.41,8.69,High
24,Mehrauli,Delhi,Residential,55,45,2022,11,Nov,65.04,53.33,10.04,8.33,High
24,Mehrauli,Delhi,Residential,55,45,2022,12,Dec,63.77,52.82,8.77,7.82,High
24,Mehrauli,Delhi,Residential,55,45,2023,1,Jan,64.89,53.15,9.89,8.15,High
24,Mehrauli,Delhi,Residential,55,45,2023,2,Feb,64.64,53.34,9.64,8.34,High
24,Mehrauli,Delhi,Residential,55,45,2023,3,Mar,65.78,54.13,10.78,9.13,High
24,Mehrauli,Delhi,Residential,55,45,2023,4,Apr,66.25,53.97,11.25,8.97,High
24,Mehrauli,Delhi,Residential,55,45,2023,5,May,66.07,53.9,11.07,8.9,High
24,Mehrauli,Delhi,Residential,55,45,2023,6,Jun,66.57,54.17,11.57,9.17,High
24,Mehrauli,Delhi,Residential,55,45,2023,7,Jul,65.85,53.88,10.85,8.88,High
24,Mehrauli,Delhi,Residential,55,45,2023,8,Aug,65.35,53.73,10.35,8.73,High
24,Mehrauli,Delhi,Residential,55,45,2023,9,Sep,65.15,53.69,10.15,8.69,High
24,Mehrauli,Delhi,Residential,55,45,2023,10,Oct,65.36,54.17,10.36,9.17,High
24,Mehrauli,Delhi,Residential,55,45,2023,11,Nov,64.92,53.74,9.92,8.74,High
24,Mehrauli,Delhi,Residential,55,45,2023,12,Dec,64.9,53.2,9.9,8.2,High
24,Mehrauli,Delhi,Residential,55,45,2024,1,Jan,64.82,53.55,9.82,8.55,High
24,Mehrauli,Delhi,Residential,55,45,2024,2,Feb,65.49,53.84,10.49,8.84,High
24,Mehrauli,Delhi,Residential,55,45,2024,3,Mar,65.67,54.3,10.67,9.3,High
24,Mehrauli,Delhi,Residential,55,45,2024,4,Apr,65.92,54.54,10.92,9.54,High
24,Mehrauli,Delhi,Residential,55,45,2024,5,May,66.6,54.54,11.6,9.54,High
24,Mehrauli,Delhi,Residential,55,45,2024,6,Jun,66.49,54.62,11.49,9.62,High
24,Mehrauli,Delhi,Residential,55,45,2024,7,Jul,66.43,54.75,11.43,9.75,High
24,Mehrauli,Delhi,Residential,55,45,2024,8,Aug,65.84,54.39,10.84,9.39,High
24,Mehrauli,Delhi,Residential,55,45,2024,9,Sep,65.28,54.08,10.28,9.08,High
24,Mehrauli,Delhi,Residential,55,45,2024,10,Oct,65.99,54.22,10.99,9.22,High
24,Mehrauli,Delhi,Residential,55,45,2024,11,Nov,65.47,53.97,10.47,8.97,High
24,Mehrauli,Delhi,Residential,55,45,2024,12,Dec,65.17,53.66,10.17,8.66,High
25,Moti Bagh,Delhi,Residential,55,45,2020,1,Jan,61.94,51.58,6.94,6.58,High
25,Moti Bagh,Delhi,Residential,55,45,2020,2,Feb,62.55,52.29,7.55,7.29,High
25,Moti Bagh,Delhi,Residential,55,45,2020,3,Mar,62.61,52.5,7.61,7.5,High
25,Moti Bagh,Delhi,Residential,55,45,2020,4,Apr,63.57,53.08,8.57,8.08,High
25,Moti Bagh,Delhi,Residential,55,45,2020,5,May,63.9,53.08,8.9,8.08,High
25,Moti Bagh,Delhi,Residential,55,45,2020,6,Jun,64.24,52.77,9.24,7.77,High
25,Moti Bagh,Delhi,Residential,55,45,2020,7,Jul,63.99,52.94,8.99,7.94,High
25,Moti Bagh,Delhi,Residential,55,45,2020,8,Aug,63.63,53.49,8.63,8.49,High
25,Moti Bagh,Delhi,Residential,55,45,2020,9,Sep,62.78,52.94,7.78,7.94,High
25,Moti Bagh,Delhi,Residential,55,45,2020,10,Oct,63.43,52.86,8.43,7.86,High
25,Moti Bagh,Delhi,Residential,55,45,2020,11,Nov,63.19,52.42,8.19,7.42,High
25,Moti Bagh,Delhi,Residential,55,45,2020,12,Dec,62.46,52.17,7.46,7.17,High
25,Moti Bagh,Delhi,Residential,55,45,2021,1,Jan,63.52,53.35,8.52,8.35,High
25,Moti Bagh,Delhi,Residential,55,45,2021,2,Feb,64.0,53.17,9.0,8.17,High
25,Moti Bagh,Delhi,Residential,55,45,2021,3,Mar,64.59,54.05,9.59,9.05,High
25,Moti Bagh,Delhi,Residential,55,45,2021,4,Apr,64.97,54.07,9.97,9.07,High
25,Moti Bagh,Delhi,Residential,55,45,2021,5,May,65.22,54.35,10.22,9.35,High
25,Moti Bagh,Delhi,Residential,55,45,2021,6,Jun,65.77,54.77,10.77,9.77,High
25,Moti Bagh,Delhi,Residential,55,45,2021,7,Jul,65.16,54.23,10.16,9.23,High
25,Moti Bagh,Delhi,Residential,55,45,2021,8,Aug,64.92,54.16,9.92,9.16,High
25,Moti Bagh,Delhi,Residential,55,45,2021,9,Sep,64.52,53.95,9.52,8.95,High
25,Moti Bagh,Delhi,Residential,55,45,2021,10,Oct,64.85,53.99,9.85,8.99,High
25,Moti Bagh,Delhi,Residential,55,45,2021,11,Nov,64.62,53.75,9.62,8.75,High
25,Moti Bagh,Delhi,Residential,55,45,2021,12,Dec,63.97,53.34,8.97,8.34,High
25,Moti Bagh,Delhi,Residential,55,45,2022,1,Jan,65.29,54.1,10.29,9.1,High
25,Moti Bagh,Delhi,Residential,55,45,2022,2,Feb,65.32,54.01,10.32,9.01,High
25,Moti Bagh,Delhi,Residential,55,45,2022,3,Mar,65.48,54.69,10.48,9.69,High
25,Moti Bagh,Delhi,Residential,55,45,2022,4,Apr,66.32,54.99,11.32,9.99,High
25,Moti Bagh,Delhi,Residential,55,45,2022,5,May,66.25,54.85,11.25,9.85,High
25,Moti Bagh,Delhi,Residential,55,45,2022,6,Jun,66.19,55.02,11.19,10.02,High
25,Moti Bagh,Delhi,Residential,55,45,2022,7,Jul,66.45,54.71,11.45,9.71,High
25,Moti Bagh,Delhi,Residential,55,45,2022,8,Aug,66.06,54.56,11.06,9.56,High
25,Moti Bagh,Delhi,Residential,55,45,2022,9,Sep,65.78,54.27,10.78,9.27,High
25,Moti Bagh,Delhi,Residential,55,45,2022,10,Oct,65.92,54.1,10.92,9.1,High
25,Moti Bagh,Delhi,Residential,55,45,2022,11,Nov,65.55,54.07,10.55,9.07,High
25,Moti Bagh,Delhi,Residential,55,45,2022,12,Dec,65.3,54.16,10.3,9.16,High
25,Moti Bagh,Delhi,Residential,55,45,2023,1,Jan,65.42,54.5,10.42,9.5,High
25,Moti Bagh,Delhi,Residential,55,45,2023,2,Feb,65.26,54.75,10.26,9.75,High
25,Moti Bagh,Delhi,Residential,55,45,2023,3,Mar,66.33,54.75,11.33,9.75,High
25,Moti Bagh,Delhi,Residential,55,45,2023,4,Apr,66.78,54.78,11.78,9.78,High
25,Moti Bagh,Delhi,Residential,55,45,2023,5,May,66.59,55.08,11.59,10.08,High
25,Moti Bagh,Delhi,Residential,55,45,2023,6,Jun,66.87,55.19,11.87,10.19,High
25,Moti Bagh,Delhi,Residential,55,45,2023,7,Jul,66.91,55.05,11.91,10.05,High
25,Moti Bagh,Delhi,Residential,55,45,2023,8,Aug,66.39,54.79,11.39,9.79,High
25,Moti Bagh,Delhi,Residential,55,45,2023,9,Sep,65.64,54.85,10.64,9.85,High
25,Moti Bagh,Delhi,Residential,55,45,2023,10,Oct,65.82,54.99,10.82,9.99,High
25,Moti Bagh,Delhi,Residential,55,45,2023,11,Nov,65.66,55.1,10.66,10.1,High
25,Moti Bagh,Delhi,Residential,55,45,2023,12,Dec,65.63,54.32,10.63,9.32,High
25,Moti Bagh,Delhi,Residential,55,45,2024,1,Jan,66.12,54.43,11.12,9.43,High
25,Moti Bagh,Delhi,Residential,55,45,2024,2,Feb,66.14,54.84,11.14,9.84,High
25,Moti Bagh,Delhi,Residential,55,45,2024,3,Mar,66.67,55.45,11.67,10.45,High
25,Moti Bagh,Delhi,Residential,55,45,2024,4,Apr,67.18,55.46,12.18,10.46,High
25,Moti Bagh,Delhi,Residential,55,45,2024,5,May,66.89,55.41,11.89,10.41,High
25,Moti Bagh,Delhi,Residential,55,45,2024,6,Jun,67.47,55.82,12.47,10.82,High
25,Moti Bagh,Delhi,Residential,55,45,2024,7,Jul,66.82,55.98,11.82,10.98,High
25,Moti Bagh,Delhi,Residential,55,45,2024,8,Aug,67.18,55.42,12.18,10.42,High
25,Moti Bagh,Delhi,Residential,55,45,2024,9,Sep,66.62,55.16,11.62,10.16,High
25,Moti Bagh,Delhi,Residential,55,45,2024,10,Oct,66.56,55.42,11.56,10.42,High
25,Moti Bagh,Delhi,Residential,55,45,2024,11,Nov,66.56,54.85,11.56,9.85,High
25,Moti Bagh,Delhi,Residential,55,45,2024,12,Dec,65.98,54.67,10.98,9.67,High
26,Moti Nagar,Delhi,Residential,55,45,2020,1,Jan,62.42,52.23,7.42,7.23,High
26,Moti Nagar,Delhi,Residential,55,45,2020,2,Feb,63.0,52.98,8.0,7.98,High
26,Moti Nagar,Delhi,Residential,55,45,2020,3,Mar,63.84,52.73,8.84,7.73,High
26,Moti Nagar,Delhi,Residential,55,45,2020,4,Apr,64.22,52.89,9.22,7.89,High
26,Moti Nagar,Delhi,Residential,55,45,2020,5,May,64.67,53.31,9.67,8.31,High
26,Moti Nagar,Delhi,Residential,55,45,2020,6,Jun,64.58,53.87,9.58,8.87,High
26,Moti Nagar,Delhi,Residential,55,45,2020,7,Jul,63.88,53.02,8.88,8.02,High
26,Moti Nagar,Delhi,Residential,55,45,2020,8,Aug,63.75,53.31,8.75,8.31,High
26,Moti Nagar,Delhi,Residential,55,45,2020,9,Sep,63.32,52.43,8.32,7.43,High
26,Moti Nagar,Delhi,Residential,55,45,2020,10,Oct,63.79,53.31,8.79,8.31,High
26,Moti Nagar,Delhi,Residential,55,45,2020,11,Nov,63.9,52.81,8.9,7.81,High
26,Moti Nagar,Delhi,Residential,55,45,2020,12,Dec,62.9,52.73,7.9,7.73,High
26,Moti Nagar,Delhi,Residential,55,45,2021,1,Jan,63.83,53.52,8.83,8.52,High
26,Moti Nagar,Delhi,Residential,55,45,2021,2,Feb,64.55,53.89,9.55,8.89,High
26,Moti Nagar,Delhi,Residential,55,45,2021,3,Mar,64.97,54.21,9.97,9.21,High
26,Moti Nagar,Delhi,Residential,55,45,2021,4,Apr,64.88,54.27,9.88,9.27,High
26,Moti Nagar,Delhi,Residential,55,45,2021,5,May,65.91,54.4,10.91,9.4,High
26,Moti Nagar,Delhi,Residential,55,45,2021,6,Jun,66.01,54.89,11.01,9.89,High
26,Moti Nagar,Delhi,Residential,55,45,2021,7,Jul,65.51,54.53,10.51,9.53,High
26,Moti Nagar,Delhi,Residential,55,45,2021,8,Aug,65.06,54.26,10.06,9.26,High
26,Moti Nagar,Delhi,Residential,55,45,2021,9,Sep,65.25,54.23,10.25,9.23,High
26,Moti Nagar,Delhi,Residential,55,45,2021,10,Oct,65.15,54.44,10.15,9.44,High
26,Moti Nagar,Delhi,Residential,55,45,2021,11,Nov,65.18,53.69,10.18,8.69,High
26,Moti Nagar,Delhi,Residential,55,45,2021,12,Dec,64.69,53.63,9.69,8.63,High
26,Moti Nagar,Delhi,Residential,55,45,2022,1,Jan,65.41,54.54,10.41,9.54,High
26,Moti Nagar,Delhi,Residential,55,45,2022,2,Feb,65.16,54.36,10.16,9.36,High
26,Moti Nagar,Delhi,Residential,55,45,2022,3,Mar,66.03,54.74,11.03,9.74,High
26,Moti Nagar,Delhi,Residential,55,45,2022,4,Apr,66.93,54.93,11.93,9.93,High
26,Moti Nagar,Delhi,Residential,55,45,2022,5,May,66.66,55.34,11.66,10.34,High
26,Moti Nagar,Delhi,Residential,55,45,2022,6,Jun,66.7,55.42,11.7,10.42,High
26,Moti Nagar,Delhi,Residential,55,45,2022,7,Jul,66.68,55.13,11.68,10.13,High
26,Moti Nagar,Delhi,Residential,55,45,2022,8,Aug,66.28,54.89,11.28,9.89,High
26,Moti Nagar,Delhi,Residential,55,45,2022,9,Sep,65.72,54.96,10.72,9.96,High
26,Moti Nagar,Delhi,Residential,55,45,2022,10,Oct,66.74,55.1,11.74,10.1,High
26,Moti Nagar,Delhi,Residential,55,45,2022,11,Nov,66.06,54.94,11.06,9.94,High
26,Moti Nagar,Delhi,Residential,55,45,2022,12,Dec,65.08,54.74,10.08,9.74,High
26,Moti Nagar,Delhi,Residential,55,45,2023,1,Jan,65.75,54.93,10.75,9.93,High
26,Moti Nagar,Delhi,Residential,55,45,2023,2,Feb,65.72,55.16,10.72,10.16,High
