S_No,Location,City,Zone_Type,CPCB_Day_Std_dB,CPCB_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
9,Charni Road,Mumbai,Residential,55,45,2023,12,Dec,76.13,64.97,21.13,19.97,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,1,Jan,76.49,65.63,21.49,20.63,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,2,Feb,76.46,65.13,21.46,20.13,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,3,Mar,76.73,64.73,21.73,19.73,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,4,Apr,77.14,65.15,22.14,20.15,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,5,May,76.89,65.48,21.89,20.48,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,6,Jun,75.11,64.83,20.11,19.83,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,7,Jul,75.06,64.47,20.06,19.47,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,8,Aug,75.39,64.6,20.39,19.6,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,9,Sep,75.72,64.54,20.72,19.54,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,10,Oct,76.5,65.0,21.5,20.0,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,11,Nov,75.93,65.21,20.93,20.21,Critical
9,Charni Road,Mumbai,Residential,55,45,2024,12,Dec,77.05,65.57,22.05,20.57,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,1,Jan,71.2,60.83,16.2,15.83,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,2,Feb,71.0,61.12,16.0,16.12,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,3,Mar,71.41,60.89,16.41,15.89,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,4,Apr,71.91,61.05,16.91,16.05,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,5,May,71.72,61.16,16.72,16.16,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,6,Jun,70.28,60.09,15.28,15.09,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,7,Jul,70.22,59.91,15.22,14.91,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,8,Aug,70.42,59.98,15.42,14.98,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,9,Sep,70.52,59.9,15.52,14.9,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,10,Oct,71.27,60.67,16.27,15.67,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,11,Nov,71.5,60.22,16.5,15.22,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2020,12,Dec,72.03,60.87,17.03,15.87,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,1,Jan,73.83,62.59,18.83,17.59,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,2,Feb,73.48,62.39,18.48,17.39,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,3,Mar,73.31,63.08,18.31,18.08,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,4,Apr,73.74,62.94,18.74,17.94,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,5,May,74.26,63.2,19.26,18.2,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,6,Jun,72.55,62.07,17.55,17.07,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,7,Jul,72.92,61.79,17.92,16.79,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,8,Aug,72.46,62.11,17.46,17.11,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,9,Sep,73.03,62.44,18.03,17.44,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,10,Oct,73.39,62.27,18.39,17.27,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,11,Nov,73.89,62.47,18.89,17.47,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2021,12,Dec,73.69,62.65,18.69,17.65,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,1,Jan,75.08,64.17,20.08,19.17,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,2,Feb,75.0,63.98,20.0,18.98,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,3,Mar,75.58,64.09,20.58,19.09,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,4,Apr,75.33,64.39,20.33,19.39,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,5,May,75.96,64.15,20.96,19.15,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,6,Jun,74.28,63.44,19.28,18.44,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,7,Jul,73.71,63.38,18.71,18.38,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,8,Aug,73.95,63.23,18.95,18.23,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,9,Sep,74.25,63.5,19.25,18.5,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,10,Oct,74.47,63.51,19.47,18.51,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,11,Nov,75.48,63.83,20.48,18.83,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2022,12,Dec,74.9,63.67,19.9,18.67,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,1,Jan,75.61,64.34,20.61,19.34,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,2,Feb,76.09,64.6,21.09,19.6,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,3,Mar,75.59,64.95,20.59,19.95,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,4,Apr,76.39,64.64,21.39,19.64,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,5,May,75.55,65.36,20.55,20.36,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,6,Jun,74.38,63.47,19.38,18.47,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,7,Jul,74.81,64.09,19.81,19.09,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,8,Aug,75.12,63.81,20.12,18.81,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,9,Sep,75.18,64.17,20.18,19.17,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,10,Oct,75.73,64.36,20.73,19.36,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,11,Nov,75.73,64.49,20.73,19.49,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2023,12,Dec,75.67,64.54,20.67,19.54,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,1,Jan,75.59,64.88,20.59,19.88,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,2,Feb,75.6,64.48,20.6,19.48,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,3,Mar,76.15,65.08,21.15,20.08,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,4,Apr,76.68,64.69,21.68,19.69,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,5,May,76.3,65.39,21.3,20.39,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,6,Jun,74.81,64.06,19.81,19.06,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,7,Jul,74.97,63.71,19.97,18.71,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,8,Aug,75.03,63.73,20.03,18.73,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,9,Sep,75.12,64.36,20.12,19.36,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,10,Oct,75.32,64.69,20.32,19.69,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,11,Nov,75.99,64.91,20.99,19.91,Critical
10,Turner Road (Bandra),Mumbai,Residential,55,45,2024,12,Dec,76.27,65.17,21.27,20.17,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,1,Jan,71.34,60.31,16.34,15.31,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,2,Feb,71.14,60.31,16.14,15.31,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,3,Mar,71.31,60.31,16.31,15.31,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,4,Apr,71.39,60.37,16.39,15.37,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,5,May,71.38,61.05,16.38,16.05,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,6,Jun,69.93,59.46,14.93,14.46,High
11,Mahalakshmi,Mumbai,Residential,55,45,2020,7,Jul,69.78,59.58,14.78,14.58,High
11,Mahalakshmi,Mumbai,Residential,55,45,2020,8,Aug,70.11,59.75,15.11,14.75,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,9,Sep,70.3,59.86,15.3,14.86,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,10,Oct,70.75,60.53,15.75,15.53,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,11,Nov,70.84,60.36,15.84,15.36,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2020,12,Dec,71.59,60.48,16.59,15.48,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,1,Jan,73.44,62.27,18.44,17.27,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,2,Feb,73.31,62.07,18.31,17.07,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,3,Mar,73.79,62.64,18.79,17.64,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,4,Apr,73.63,62.13,18.63,17.13,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,5,May,73.97,63.12,18.97,18.12,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,6,Jun,72.26,61.83,17.26,16.83,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,7,Jul,72.7,61.19,17.7,16.19,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,8,Aug,72.57,61.73,17.57,16.73,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,9,Sep,72.59,61.66,17.59,16.66,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,10,Oct,73.03,61.8,18.03,16.8,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,11,Nov,73.21,61.96,18.21,16.96,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2021,12,Dec,73.61,62.15,18.61,17.15,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,1,Jan,75.17,63.29,20.17,18.29,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,2,Feb,75.0,63.57,20.0,18.57,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,3,Mar,74.5,63.57,19.5,18.57,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,4,Apr,75.77,63.46,20.77,18.46,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,5,May,76.1,63.98,21.1,18.98,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,6,Jun,73.89,62.79,18.89,17.79,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,7,Jul,73.97,62.62,18.97,17.62,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,8,Aug,74.16,62.52,19.16,17.52,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,9,Sep,74.35,62.72,19.35,17.72,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,10,Oct,74.77,63.12,19.77,18.12,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,11,Nov,74.78,63.75,19.78,18.75,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2022,12,Dec,75.53,63.72,20.53,18.72,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,1,Jan,75.47,64.04,20.47,19.04,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,2,Feb,75.96,63.93,20.96,18.93,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,3,Mar,76.5,64.08,21.5,19.08,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,4,Apr,76.16,64.14,21.16,19.14,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,5,May,76.34,64.37,21.34,19.37,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,6,Jun,75.01,63.49,20.01,18.49,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,7,Jul,74.26,62.83,19.26,17.83,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,8,Aug,74.15,63.3,19.15,18.3,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,9,Sep,74.67,63.07,19.67,18.07,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,10,Oct,75.62,64.3,20.62,19.3,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,11,Nov,75.7,64.17,20.7,19.17,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2023,12,Dec,75.92,64.08,20.92,19.08,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,1,Jan,76.38,64.34,21.38,19.34,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,2,Feb,75.98,64.26,20.98,19.26,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,3,Mar,75.9,64.5,20.9,19.5,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,4,Apr,76.35,64.35,21.35,19.35,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,5,May,76.76,64.52,21.76,19.52,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,6,Jun,75.11,63.6,20.11,18.6,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,7,Jul,75.13,63.49,20.13,18.49,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,8,Aug,74.99,63.66,19.99,18.66,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,9,Sep,75.72,63.91,20.72,18.91,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,10,Oct,75.8,63.84,20.8,18.84,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,11,Nov,75.68,64.24,20.68,19.24,Critical
11,Mahalakshmi,Mumbai,Residential,55,45,2024,12,Dec,76.02,64.36,21.02,19.36,Critical
12,Matunga,Mumbai,Residential,55,45,2020,1,Jan,71.12,60.21,16.12,15.21,Critical
12,Matunga,Mumbai,Residential,55,45,2020,2,Feb,70.88,60.0,15.88,15.0,Critical
12,Matunga,Mumbai,Residential,55,45,2020,3,Mar,71.12,59.6,16.12,14.6,Critical
12,Matunga,Mumbai,Residential,55,45,2020,4,Apr,71.12,60.17,16.12,15.17,Critical
12,Matunga,Mumbai,Residential,55,45,2020,5,May,71.24,60.52,16.24,15.52,Critical
12,Matunga,Mumbai,Residential,55,45,2020,6,Jun,70.56,59.54,15.56,14.54,Critical
12,Matunga,Mumbai,Residential,55,45,2020,7,Jul,69.74,59.4,14.74,14.4,High
12,Matunga,Mumbai,Residential,55,45,2020,8,Aug,70.04,59.13,15.04,14.13,Critical
12,Matunga,Mumbai,Residential,55,45,2020,9,Sep,70.12,59.44,15.12,14.44,Critical
12,Matunga,Mumbai,Residential,55,45,2020,10,Oct,70.68,59.83,15.68,14.83,Critical
12,Matunga,Mumbai,Residential,55,45,2020,11,Nov,71.05,60.0,16.05,15.0,Critical
12,Matunga,Mumbai,Residential,55,45,2020,12,Dec,71.33,60.34,16.33,15.34,Critical
12,Matunga,Mumbai,Residential,55,45,2021,1,Jan,73.58,61.7,18.58,16.7,Critical
12,Matunga,Mumbai,Residential,55,45,2021,2,Feb,72.33,61.99,17.33,16.99,Critical
12,Matunga,Mumbai,Residential,55,45,2021,3,Mar,72.89,61.86,17.89,16.86,Critical
12,Matunga,Mumbai,Residential,55,45,2021,4,Apr,73.25,61.74,18.25,16.74,Critical
12,Matunga,Mumbai,Residential,55,45,2021,5,May,73.96,62.45,18.96,17.45,Critical
12,Matunga,Mumbai,Residential,55,45,2021,6,Jun,72.13,60.68,17.13,15.68,Critical
12,Matunga,Mumbai,Residential,55,45,2021,7,Jul,71.84,61.08,16.84,16.08,Critical
12,Matunga,Mumbai,Residential,55,45,2021,8,Aug,71.76,61.14,16.76,16.14,Critical
12,Matunga,Mumbai,Residential,55,45,2021,9,Sep,72.5,61.52,17.5,16.52,Critical
12,Matunga,Mumbai,Residential,55,45,2021,10,Oct,73.04,61.51,18.04,16.51,Critical
12,Matunga,Mumbai,Residential,55,45,2021,11,Nov,73.56,61.87,18.56,16.87,Critical
12,Matunga,Mumbai,Residential,55,45,2021,12,Dec,73.39,61.81,18.39,16.81,Critical
12,Matunga,Mumbai,Residential,55,45,2022,1,Jan,74.77,63.12,19.77,18.12,Critical
12,Matunga,Mumbai,Residential,55,45,2022,2,Feb,74.65,63.44,19.65,18.44,Critical
12,Matunga,Mumbai,Residential,55,45,2022,3,Mar,74.49,62.88,19.49,17.88,Critical
12,Matunga,Mumbai,Residential,55,45,2022,4,Apr,75.64,63.36,20.64,18.36,Critical
12,Matunga,Mumbai,Residential,55,45,2022,5,May,75.2,63.81,20.2,18.81,Critical
12,Matunga,Mumbai,Residential,55,45,2022,6,Jun,73.72,62.87,18.72,17.87,Critical
12,Matunga,Mumbai,Residential,55,45,2022,7,Jul,73.8,62.2,18.8,17.2,Critical
12,Matunga,Mumbai,Residential,55,45,2022,8,Aug,74.45,62.28,19.45,17.28,Critical
12,Matunga,Mumbai,Residential,55,45,2022,9,Sep,74.32,62.76,19.32,17.76,Critical
12,Matunga,Mumbai,Residential,55,45,2022,10,Oct,74.99,63.31,19.99,18.31,Critical
12,Matunga,Mumbai,Residential,55,45,2022,11,Nov,74.81,63.05,19.81,18.05,Critical
12,Matunga,Mumbai,Residential,55,45,2022,12,Dec,75.14,63.16,20.14,18.16,Critical
12,Matunga,Mumbai,Residential,55,45,2023,1,Jan,76.2,63.83,21.2,18.83,Critical
12,Matunga,Mumbai,Residential,55,45,2023,2,Feb,75.29,63.64,20.29,18.64,Critical
12,Matunga,Mumbai,Residential,55,45,2023,3,Mar,75.2,63.51,20.2,18.51,Critical
12,Matunga,Mumbai,Residential,55,45,2023,4,Apr,76.26,63.77,21.26,18.77,Critical
12,Matunga,Mumbai,Residential,55,45,2023,5,May,75.79,64.21,20.79,19.21,Critical
12,Matunga,Mumbai,Residential,55,45,2023,6,Jun,74.96,63.14,19.96,18.14,Critical
12,Matunga,Mumbai,Residential,55,45,2023,7,Jul,74.6,62.65,19.6,17.65,Critical
12,Matunga,Mumbai,Residential,55,45,2023,8,Aug,74.07,63.2,19.07,18.2,Critical
12,Matunga,Mumbai,Residential,55,45,2023,9,Sep,74.7,63.15,19.7,18.15,Critical
12,Matunga,Mumbai,Residential,55,45,2023,10,Oct,75.7,63.61,20.7,18.61,Critical
12,Matunga,Mumbai,Residential,55,45,2023,11,Nov,75.64,64.13,20.64,19.13,Critical
12,Matunga,Mumbai,Residential,55,45,2023,12,Dec,75.51,63.99,20.51,18.99,Critical
12,Matunga,Mumbai,Residential,55,45,2024,1,Jan,75.92,64.15,20.92,19.15,Critical
12,Matunga,Mumbai,Residential,55,45,2024,2,Feb,76.16,64.0,21.16,19.0,Critical
12,Matunga,Mumbai,Residential,55,45,2024,3,Mar,76.06,64.21,21.06,19.21,Critical
12,Matunga,Mumbai,Residential,55,45,2024,4,Apr,76.09,64.03,21.09,19.03,Critical
12,Matunga,Mumbai,Residential,55,45,2024,5,May,76.09,64.01,21.09,19.01,Critical
12,Matunga,Mumbai,Residential,55,45,2024,6,Jun,75.52,63.08,20.52,18.08,Critical
12,Matunga,Mumbai,Residential,55,45,2024,7,Jul,74.53,63.04,19.53,18.04,Critical
12,Matunga,Mumbai,Residential,55,45,2024,8,Aug,74.89,63.36,19.89,18.36,Critical
12,Matunga,Mumbai,Residential,55,45,2024,9,Sep,75.36,63.38,20.36,18.38,Critical
12,Matunga,Mumbai,Residential,55,45,2024,10,Oct,75.55,63.86,20.55,18.86,Critical
12,Matunga,Mumbai,Residential,55,45,2024,11,Nov,75.73,64.32,20.73,19.32,Critical
12,Matunga,Mumbai,Residential,55,45,2024,12,Dec,76.15,64.25,21.15,19.25,Critical
13,Haji Ali,Mumbai,Commercial,65,55,2020,1,Jan,68.9,59.83,3.9,4.83,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,2,Feb,68.55,59.14,3.55,4.14,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,3,Mar,68.82,59.37,3.82,4.37,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,4,Apr,68.84,59.82,3.84,4.82,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,5,May,69.57,59.9,4.57,4.9,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,6,Jun,67.79,59.14,2.79,4.14,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,7,Jul,67.47,59.12,2.47,4.12,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,8,Aug,67.77,58.35,2.77,3.35,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,9,Sep,68.13,59.08,3.13,4.08,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,10,Oct,68.79,59.43,3.79,4.43,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,11,Nov,68.56,59.26,3.56,4.26,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2020,12,Dec,68.74,59.43,3.74,4.43,Moderate
13,Haji Ali,Mumbai,Commercial,65,55,2021,1,Jan,71.33,62.02,6.33,7.02,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,2,Feb,71.8,61.78,6.8,6.78,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,3,Mar,71.14,61.89,6.14,6.89,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,4,Apr,72.16,61.88,7.16,6.88,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,5,May,71.96,62.2,6.96,7.2,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,6,Jun,70.26,61.23,5.26,6.23,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,7,Jul,70.16,60.98,5.16,5.98,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,8,Aug,70.13,60.91,5.13,5.91,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,9,Sep,70.92,61.23,5.92,6.23,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,10,Oct,71.72,61.52,6.72,6.52,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,11,Nov,71.47,61.99,6.47,6.99,High
13,Haji Ali,Mumbai,Commercial,65,55,2021,12,Dec,71.17,61.55,6.17,6.55,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,1,Jan,73.44,64.05,8.44,9.05,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,2,Feb,73.53,64.11,8.53,9.11,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,3,Mar,73.73,63.74,8.73,8.74,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,4,Apr,74.66,64.3,9.66,9.3,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,5,May,75.02,64.34,10.02,9.34,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,6,Jun,73.21,63.12,8.21,8.12,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,7,Jul,72.83,62.69,7.83,7.69,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,8,Aug,72.55,62.9,7.55,7.9,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,9,Sep,73.05,63.11,8.05,8.11,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,10,Oct,73.81,63.69,8.81,8.69,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,11,Nov,73.83,64.0,8.83,9.0,High
13,Haji Ali,Mumbai,Commercial,65,55,2022,12,Dec,73.66,63.76,8.66,8.76,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,1,Jan,74.98,64.43,9.98,9.43,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,2,Feb,74.98,64.58,9.98,9.58,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,3,Mar,75.65,64.83,10.65,9.83,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,4,Apr,75.19,65.27,10.19,10.27,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,5,May,76.07,65.22,11.07,10.22,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,6,Jun,74.13,63.81,9.13,8.81,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,7,Jul,73.79,64.02,8.79,9.02,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,8,Aug,74.67,64.21,9.67,9.21,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,9,Sep,74.25,63.98,9.25,8.98,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,10,Oct,74.94,64.15,9.94,9.15,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,11,Nov,75.2,64.67,10.2,9.67,High
13,Haji Ali,Mumbai,Commercial,65,55,2023,12,Dec,75.16,64.48,10.16,9.48,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,1,Jan,76.05,65.29,11.05,10.29,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,2,Feb,75.35,64.63,10.35,9.63,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,3,Mar,75.89,65.65,10.89,10.65,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,4,Apr,76.7,65.41,11.7,10.41,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,5,May,76.22,65.79,11.22,10.79,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,6,Jun,74.6,64.66,9.6,9.66,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,7,Jul,74.83,64.65,9.83,9.65,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,8,Aug,74.77,64.46,9.77,9.46,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,9,Sep,74.84,64.63,9.84,9.63,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,10,Oct,75.53,65.17,10.53,10.17,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,11,Nov,76.07,65.14,11.07,10.14,High
13,Haji Ali,Mumbai,Commercial,65,55,2024,12,Dec,76.45,65.35,11.45,10.35,High
14,Mahim,Mumbai,Residential,55,45,2020,1,Jan,69.89,59.25,14.89,14.25,High
14,Mahim,Mumbai,Residential,55,45,2020,2,Feb,68.97,59.38,13.97,14.38,High
14,Mahim,Mumbai,Residential,55,45,2020,3,Mar,70.12,59.24,15.12,14.24,Critical
14,Mahim,Mumbai,Residential,55,45,2020,4,Apr,70.22,59.6,15.22,14.6,Critical
14,Mahim,Mumbai,Residential,55,45,2020,5,May,69.93,59.59,14.93,14.59,High
14,Mahim,Mumbai,Residential,55,45,2020,6,Jun,69.14,58.35,14.14,13.35,High
14,Mahim,Mumbai,Residential,55,45,2020,7,Jul,68.69,58.13,13.69,13.13,High
14,Mahim,Mumbai,Residential,55,45,2020,8,Aug,68.94,58.49,13.94,13.49,High
14,Mahim,Mumbai,Residential,55,45,2020,9,Sep,68.62,59.03,13.62,14.03,High
14,Mahim,Mumbai,Residential,55,45,2020,10,Oct,69.38,58.94,14.38,13.94,High
14,Mahim,Mumbai,Residential,55,45,2020,11,Nov,69.86,59.53,14.86,14.53,High
14,Mahim,Mumbai,Residential,55,45,2020,12,Dec,69.7,59.41,14.7,14.41,High
